Parent,PC2,PC1,Cluster,Experiment,n_frames,DoseLabel
1000000871,2.6584628,-1.8057631,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Neg
1000000872,4.2553654,14.597289,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000873,0.92573595,7.1450853,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Pos
1000000874,1.8171495,-2.1494489,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Pos
1000000875,1.524725,-0.12641528,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Pos
1000000876,1.2931507,-1.8957201,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,High
1000000877,2.2301521,-1.9846914,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Neg
1000000878,0.6402084,1.9643216,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,High
1000000880,1.4425628,6.7370424,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000881,1.4880409,5.16428,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000882,0.99063534,1.4633555,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,High
1000000883,0.8913077,-1.7947221,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000884,2.0377626,-3.8970788,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Neg
1000000885,1.612884,-2.3489351,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Pos
1000000886,2.7833006,-0.9161462,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Neg
1000000887,1.5374632,-1.5610287,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Pos
1000000888,1.2751077,-0.050301127,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Pos
1000000889,0.70705503,0.055622093,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Neg
1000000890,4.4271736,11.887793,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000891,1.2478397,7.824141,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Pos
1000000892,1.9484435,-1.880131,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Pos
1000000893,2.046046,-0.69634664,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Neg
1000000895,0.5331657,-0.72440326,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Pos
1000000896,1.5921663,-1.970325,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000897,3.515699,-2.3397574,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,Pos
1000000898,2.2871385,-2.8313518,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000899,1.5172617,-1.2364013,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000900,1.9026588,-0.5063685,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000901,1.1456008,2.6954644,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,High
1000000902,1.3666507,-1.4200621,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Neg
1000000903,1.8475388,-1.532925,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000904,0.42996314,-3.2792704,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Neg
1000000905,1.3696512,-0.8141423,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,Pos
1000000906,1.5084811,-2.122804,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000907,1.9908432,-0.21757033,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,High
1000000908,1.5717632,-3.4171052,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000909,2.1862483,-0.8474588,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000910,2.0265257,-2.411696,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000911,2.323315,-0.97651035,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000912,1.7288939,0.6863724,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000913,1.5197973,-0.29135025,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,High
1000000914,3.8084438,1.1142632,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000915,2.4614155,-2.2860181,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000916,0.7363105,-1.565588,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000917,5.5380692,1.3907675,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000000918,0.6572086,-0.9286313,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Pos
1000000919,1.5328273,4.725698,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000920,0.8039743,-3.1205463,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000921,1.5297562,-0.8152234,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000922,2.239675,1.0294694,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000925,2.5263977,0.72206616,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000926,1.4408779,0.8590989,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,Pos
1000000928,2.8733873,-2.2781065,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000000930,1.7692393,-2.7355504,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,Pos
1000000931,0.92599213,-0.79024667,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,High
1000000932,0.38685122,-0.4627815,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000000933,3.5838442,-2.392427,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Neg
1000000934,1.2232877,-2.8608494,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,11.0,Pos
1000000935,2.9056556,-0.65825915,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Neg
1000000936,1.261267,-2.461188,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Pos
1000000937,2.8639803,-1.139307,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Neg
1000000939,2.9907494,1.3604947,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Pos
1000000940,2.737085,0.024425104,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000941,2.987023,-0.06798101,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000943,1.0627521,-1.6111596,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000945,1.641464,-0.9089133,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Pos
1000000946,1.835714,1.4751238,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000948,2.1946578,-3.1822932,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Pos
1000000949,2.638348,-2.037021,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Neg
1000000950,1.8021437,3.5408475,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Pos
1000000951,-0.3910817,-2.6463044,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000952,2.8573093,-0.37628058,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000953,1.5818979,-2.6562438,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000954,2.2602217,-3.6002147,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,High
1000000955,2.1656175,5.047531,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,High
1000000956,2.2063465,-2.5445802,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000957,2.5819762,-2.9795816,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,High
1000000958,2.5716338,-0.3697106,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,10.0,High
1000000959,1.5760915,-0.78984624,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Neg
1000000960,3.6455388,-2.1474924,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000000961,3.282932,1.8680354,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000962,0.6836735,-3.70717,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Pos
1000000963,2.466164,-0.04511815,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,High
1000000964,1.4129986,-1.8225036,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000965,2.6366227,-1.5014021,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000000966,2.685002,-1.5111976,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000000967,2.6818974,-1.792608,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,High
1000000968,1.7810142,-3.1124122,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000000969,1.2670904,0.98419344,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000000970,1.8522958,-0.9187156,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000971,2.14987,-1.7890134,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000972,1.4126633,-1.315968,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000974,2.648211,-2.7433157,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000000975,1.3141376,-3.3569,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,9.0,High
1000000976,3.996869,0.16417386,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000000977,2.7208474,-3.5710354,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,High
1000000978,2.4427624,-3.104314,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000000979,3.0010624,-1.3599323,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,Neg
1000000980,2.3400002,-1.0600839,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,High
1000000981,3.5233812,0.060947586,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,High
1000000982,2.3434412,-1.8411204,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000000983,2.5138843,-3.0615034,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000000984,2.0000942,-2.2350535,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000000986,2.3937447,-1.9237795,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,High
1000000987,2.980382,-0.4559023,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000000988,3.211458,-1.3328786,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000000989,0.31165138,-1.6038238,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000000991,2.208016,-2.1812327,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000000992,3.5523145,-0.92165697,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,Pos
1000000993,2.8549213,-1.3030552,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000000994,2.7309268,-2.137832,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,Pos
1000000995,4.7111444,8.138303,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000996,1.9578254,0.049520925,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,High
1000000997,1.4226611,-0.099085376,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000998,2.3629928,-2.3178053,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000000999,3.0012822,-1.6074859,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,High
1000001000,2.0842125,-3.1323102,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000001001,2.5995216,-1.9957246,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,Pos
1000001002,2.456899,-0.66065043,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000001003,1.9340662,-1.283961,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000001004,4.1629915,8.489982,2,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000001006,2.4292238,-3.3604724,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Pos
1000001007,3.2147105,-3.8908634,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,8.0,Neg
1000001008,2.8234856,-3.0103612,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000001009,2.745295,-2.606647,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000001010,3.4432814,1.7238421,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000001011,2.9454782,-3.1720135,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000001012,3.3766665,-1.1555392,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000001013,2.1022918,-3.378858,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000001015,2.296626,0.22308864,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000001016,2.3069756,-3.0922966,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000001017,3.201418,-0.03771281,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,6.0,High
1000001018,3.1999736,-1.8813367,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000001019,3.2732487,-2.6366017,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Pos
1000001020,2.7764885,-0.17321886,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000001022,3.134227,-0.1284933,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000001023,2.3223636,-1.3212222,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,7.0,High
1000001024,7.2699966,2.4984975,0,AM001100425CHR2B02293TNNIRNOCONNN0NNN0NNN0WH00,5.0,Neg
1000000000,0.95516247,-0.64823246,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Neg
1000000001,-3.5670078,1.0220671,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,32.0,Neg
1000000002,1.2445483,-0.46909282,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,14.0,Neg
1000000003,-1.5791917,-2.1178758,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,22.0,High
1000000004,0.3902667,1.4623257,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,11.0,Neg
1000000005,-4.134898,-0.64107627,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,43.0,Pos
1000000006,-1.4614327,-1.2806311,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,30.0,Pos
1000000008,-3.5687673,-0.44082338,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,41.0,Pos
1000000009,-1.3883474,-1.845266,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,29.0,Pos
1000000010,2.639921,-2.0289223,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000011,-1.2366662,-0.3092697,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,33.0,Neg
1000000012,-1.3439397,-0.9816216,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,27.0,Neg
1000000013,-2.1589618,-0.12251378,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,39.0,Neg
1000000014,-0.50317496,-0.71427995,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,22.0,Neg
1000000015,2.8177247,-1.5106567,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000016,-5.3135457,1.4087725,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,43.0,Pos
1000000017,1.2176914,-1.7837769,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Neg
1000000018,-5.5919256,3.8297837,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,41.0,Pos
1000000019,2.3782792,-0.37590978,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,6.0,Neg
1000000020,-4.1531115,-1.1925902,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,46.0,Pos
1000000024,2.8496807,-1.0868711,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000025,3.2880025,-1.5866479,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000026,-0.97094667,-2.3454297,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,21.0,Neg
1000000028,-3.5927105,-0.8486503,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,40.0,Neg
1000000029,-2.636584,-1.673997,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,48.0,Neg
1000000030,-0.83297163,4.907579,2,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,17.0,Neg
1000000031,-4.551314,1.6265211,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,46.0,Neg
1000000032,1.4682612,-1.1527101,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Neg
1000000033,-4.013845,-1.0666027,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,41.0,Neg
1000000034,1.0870569,-2.120334,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,16.0,Neg
1000000035,-2.0913417,-1.1989032,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,46.0,Neg
1000000036,1.0453292,-0.8705367,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,15.0,Neg
1000000037,-1.6645577,-0.7225109,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,24.0,Neg
1000000038,-3.9529555,0.09538681,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,40.0,High
1000000040,-1.7902604,-1.7180843,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,42.0,Pos
1000000041,-0.8111461,-2.1704621,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,29.0,High
1000000042,-0.26833993,-0.6134261,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,22.0,High
1000000043,-4.006691,-0.29017448,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,44.0,High
1000000044,-2.6256483,-0.47997096,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,43.0,Neg
1000000046,1.8238362,-1.027615,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,6.0,Neg
1000000047,2.4253464,3.3694358,2,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,6.0,Neg
1000000049,-3.7199695,-0.56841743,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,Pos
1000000050,-1.3290392,-0.7309391,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,27.0,Neg
1000000051,-1.5728647,-1.9486245,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,27.0,Neg
1000000053,-3.4724975,-1.0308185,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,High
1000000055,-1.8222127,-1.3025721,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,High
1000000056,-3.7827454,-0.9803098,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,40.0,Neg
1000000057,-3.7583263,-0.992191,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,43.0,Neg
1000000058,-3.4751894,0.93288237,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,34.0,Pos
1000000060,2.0691571,-1.2345076,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,10.0,Pos
1000000061,-2.9451656,-0.100644775,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,33.0,Pos
1000000062,-0.538334,-0.77629715,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,20.0,Pos
1000000063,-3.8361003,-0.24940349,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,47.0,High
1000000064,3.0389407,0.89615005,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Neg
1000000065,-1.1855838,-1.0296706,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,42.0,Pos
1000000066,-2.8158336,-0.6656931,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,Neg
1000000068,0.7397172,-2.3255117,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,14.0,Neg
1000000070,-1.656798,-1.0134288,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,44.0,High
1000000071,-0.7333938,-1.55324,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,43.0,High
1000000072,1.6707447,-1.5968941,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,9.0,Neg
1000000073,1.6677998,-1.2654916,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Neg
1000000074,-2.8119915,0.21447515,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,Pos
1000000075,3.2579362,-0.28748545,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000076,-5.0179887,1.5571136,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,43.0,Pos
1000000077,0.16777465,-2.317733,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Neg
1000000078,-2.9148388,0.6092057,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,Pos
1000000080,-3.3523824,-1.1214865,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,47.0,High
1000000081,-1.1656742,-1.8521637,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,46.0,Neg
1000000082,-2.7341633,-0.9985607,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,42.0,Pos
1000000083,1.1496462,-2.2101564,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,12.0,Neg
1000000084,-0.94154775,-1.7237809,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,20.0,Pos
1000000085,-2.3467073,0.4207601,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,42.0,Neg
1000000086,-2.7039924,-1.0457038,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,Pos
1000000087,-3.0196617,-0.56837547,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,46.0,Neg
1000000088,-3.2672641,0.7845992,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,Neg
1000000089,-2.389735,-1.1056468,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,32.0,Neg
1000000090,-3.527506,-1.0210143,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,40.0,Pos
1000000091,-2.009302,0.21285062,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,37.0,Neg
1000000092,-3.025355,0.25201425,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,45.0,Pos
1000000093,1.0444667,-2.8206124,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,7.0,Neg
1000000095,-0.042276073,-1.9452572,0,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,13.0,Neg
1000000096,-3.0674508,-1.3579686,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,46.0,Pos
1000000097,-3.3825746,-1.1595982,1,AM001100425CHR2B03293TNNIRNOCONNN0NNN0NNN0WH00,46.0,Pos
